,,Model,Make_Year,Driven_Kilometers,Fuel,Transmission,Owner(s),Mileage,Engine,Price,Location
1527,,Hyundai Verna . CRDi SX,2017,54000,Diesel,Manual,1,23.9,1582,700000,Ahmedabad
1528,,Renault Duster PS Diesel RxL,2014,68000,Diesel,Manual,1,19.01,1461,451000,Ahmedabad
1529,,Hyundai i Magna Optional . CRDi,2014,77000,Diesel,Manual,1,21.9,1396,390000,Ahmedabad
1530,,Maruti Alto LXi BSIII,2007,70000,Petrol,Manual,3,19.7,796,124000,Ahmedabad
1531,,Hyundai i - Sportz . CRDi,2015,81000,Diesel,Manual,1,22.54,1396,559000,Ahmedabad
1532,,Tata Vista Quadrajet VX,2012,65000,Diesel,Manual,1,22.3,1248,185000,Ahmedabad
1533,,Honda City i DTEC S,2014,75000,Diesel,Manual,1,26,1498,480000,Ahmedabad
1534,,Hyundai Xcent . Kappa S,2014,46000,Petrol,Manual,1,19.1,1197,450000,Ahmedabad
1535,,Maruti S-Cross - Alpha DDiS  SH,2017,86698,Diesel,Manual,1,25.1,1248,660000,Ahmedabad
1536,,Renault KWID . RXT Optional,2018,34000,Petrol,Manual,1,23.01,999,321000,Ahmedabad
1537,,Maruti Swift LDI BSIV,2014,100821,Diesel,Manual,1,25.2,1248,304000,Ahmedabad
1538,,Ford Figo Diesel ZXI,2012,102456,Diesel,Manual,2,20,1399,110000,Ahmedabad
1539,,Maruti Baleno Delta .,2016,63000,Petrol,Manual,1,21.4,1197,529000,Ahmedabad
1540,,Maruti Swift ZXI,2012,68000,Petrol,Manual,1,23.2,1197,405000,Ahmedabad
1541,,Nissan Micra Diesel XV Premium,2013,52150,Diesel,Manual,1,23.08,1461,325000,Ahmedabad
1542,,Maruti SX VDI,2011,65000,Diesel,Manual,1,21.5,1248,350000,Ahmedabad
1543,,Hyundai Xcent . CRDi S Option,2015,38200,Diesel,Manual,2,24.4,1120,375000,Ahmedabad
1544,,Hyundai i Magna,2012,61000,Petrol,Manual,1,20.36,1197,311000,Ahmedabad
1545,,Toyota Corolla Altis Diesel DDGL,2014,80000,Diesel,Manual,1,21.43,1364,751000,Ahmedabad
1546,,Ford EcoSport . Diesel Titanium Plus BSIV,2019,43300,Diesel,Manual,1,23,1498,1050000,Ahmedabad
1547,,Toyota Etios GD,2012,63000,Diesel,Manual,1,23.59,1364,345000,Ahmedabad
1548,,Mahindra XUV W,2019,35000,Petrol,Manual,1,17,1197,875000,Ahmedabad
1549,,Nissan Magnite XV Premium,2021,11000,Petrol,Manual,1,18.75,999,834000,Ahmedabad
1550,,Hyundai Creta . SX,2018,19785,Petrol,Manual,1,15.8,1591,1275000,Ahmedabad
1551,,Maruti Ertiga SHVS VDI,2015,32000,Diesel,Manual,1,24.52,1248,711000,Ahmedabad
1552,,Toyota Innova . GX (Diesel)  Seater,2016,72000,Diesel,Manual,1,12.99,2494,1050000,Ahmedabad
1553,,Chevrolet Enjoy TCDi LS  Seater,2013,85472,Diesel,Manual,1,18.2,1248,349000,Ahmedabad
1554,,Maruti Baleno Delta .,2016,63000,Petrol,Manual,1,21.4,1197,529000,Ahmedabad
1555,,Nissan Micra Diesel XV Premium,2013,52150,Diesel,Manual,1,23.08,1461,325000,Ahmedabad
1556,,Hyundai Xcent . CRDi S Option,2015,38200,Diesel,Manual,2,24.4,1120,375000,Ahmedabad
1557,,Maruti SX VDI,2011,65000,Diesel,Manual,1,21.5,1248,350000,Ahmedabad
1558,,Hyundai i Magna,2012,61000,Petrol,Manual,1,20.36,1197,311000,Ahmedabad
1559,,Ford EcoSport . Diesel Titanium Plus BSIV,2019,43300,Diesel,Manual,1,23,1498,1050000,Ahmedabad
1560,,Toyota Corolla Altis Diesel DDGL,2014,80000,Diesel,Manual,1,21.43,1364,751000,Ahmedabad
1561,,Toyota Etios GD,2012,63000,Diesel,Manual,1,23.59,1364,345000,Ahmedabad
1562,,Mahindra XUV W,2019,35000,Petrol,Manual,1,17,1197,875000,Ahmedabad
1563,,Nissan Magnite XV Premium,2021,11000,Petrol,Manual,1,18.75,999,834000,Ahmedabad
1564,,Hyundai Creta . SX,2018,19785,Petrol,Manual,1,15.8,1591,1275000,Ahmedabad
1565,,Honda Amaze S i-Dtech,2014,59000,Diesel,Manual,1,25.8,1498,390000,Ahmedabad
1566,,Maruti Ciaz VDi Plus SHVS,2016,60000,Diesel,Manual,1,28.09,1248,615000,Ahmedabad
1567,,Hyundai i Diesel Asta,2018,71000,Diesel,Manual,1,22.54,1396,725000,Ahmedabad
1568,,Hyundai Xcent . CRDi SX,2016,59000,Diesel,Manual,1,25.4,1186,525000,Ahmedabad
1569,,Mahindra Marazzo M BSIV,2019,64532,Diesel,Manual,1,17.3,1497,900000,Ahmedabad
1570,,Kia Seltos GTX Plus,2019,6000,Petrol,Manual,1,16.1,1353,1695000,Ahmedabad
1571,,Honda Brio S MT,2014,83000,Petrol,Manual,1,19.4,1198,358000,Ahmedabad
1572,,Honda Brio S MT,2013,50000,Petrol,Manual,1,19.4,1198,354000,Ahmedabad
1573,,Maruti Vitara Brezza VDi,2017,28001,Diesel,Manual,1,24.3,1248,775000,Ahmedabad
1574,,Honda Amaze S i-Dtech,2014,65000,Diesel,Manual,1,25.8,1498,351000,Ahmedabad
1575,,Tata Harrier XZ BSIV,2019,46000,Diesel,Manual,1,17,1956,1525000,Ahmedabad
1576,,Honda Civic ZX Diesel,2019,32589,Diesel,Manual,1,23.9,1597,1775000,Ahmedabad
1577,,Maruti Alto LXi,2007,18000,Petrol,Manual,1,19.7,796,161000,Ahmedabad
1578,,Maruti Vitara Brezza VDi,2017,28001,Diesel,Manual,1,24.3,1248,775000,Ahmedabad
1579,,Tata Harrier XZ BSIV,2019,46000,Diesel,Manual,1,17,1956,1525000,Ahmedabad
1580,,Honda Amaze S i-Dtech,2014,65000,Diesel,Manual,1,25.8,1498,351000,Ahmedabad
1581,,Honda Civic ZX Diesel,2019,32589,Diesel,Manual,1,23.9,1597,1775000,Ahmedabad
1582,,Maruti Alto LXi,2007,18000,Petrol,Manual,1,19.7,796,161000,Ahmedabad
1583,,Mahindra Thar CRDe ABS,2017,48000,Diesel,Manual,1,16.55,2498,825000,Ahmedabad
1584,,Ford EcoSport . Ecoboost Titanium,2014,52000,Petrol,Manual,2,18.88,999,550000,Ahmedabad
1585,,Toyota Innova Crysta - . G MT  STR,2017,80000,Diesel,Manual,2,13.68,2393,1351000,Ahmedabad
1586,,Skoda Rapid . TDI Ambition Plus,2013,62000,Diesel,Manual,1,20.5,1598,425000,Ahmedabad
1587,,Toyota Innova Crysta - . G MT,2017,28000,Diesel,Manual,1,13.68,2393,1550000,Ahmedabad
1588,,Hyundai Creta . CRDi SX Plus,2016,78000,Diesel,Manual,1,19.67,1582,951000,Ahmedabad
1589,,Maruti Wagon R VXI,2017,10000,Petrol,Manual,1,20.51,998,450000,Ahmedabad
1590,,Honda Jazz . V i VTEC,2016,51000,Petrol,Manual,1,18.7,1199,551000,Ahmedabad
1591,,Renault Duster PS Diesel RxL,2013,87600,Diesel,Manual,1,20.45,1461,390000,Ahmedabad
1592,,Maruti Alto LXi,2007,56472,Petrol,Manual,1,19.7,796,125000,Ahmedabad
1593,,Honda Brio S MT,2016,42000,Petrol,Manual,1,19.4,1198,400000,Ahmedabad
1594,,Toyota Etios Liva . GX,2018,28000,Petrol,Manual,1,17.71,1197,625000,Ahmedabad
1595,,Hyundai Verna . SX,2013,60000,Diesel,Manual,2,22.32,1582,465000,Ahmedabad
1596,,Toyota Innova . GX (Diesel)  Seater,2011,79000,Diesel,Manual,1,12.99,2494,625000,Ahmedabad
1597,,Hyundai i Era,2011,47000,Petrol,Manual,1,19.81,1086,284000,Ahmedabad
1598,,Maruti Swift Dzire VDI,2015,58000,Diesel,Manual,1,28.4,1248,500000,Ahmedabad
1599,,Hyundai i Magna,2012,72001,Petrol,Manual,1,20.36,1197,325000,Ahmedabad
1600,,Honda Amaze S i-Dtech,2014,70000,Diesel,Manual,1,25.8,1498,405999,Ahmedabad
1601,,Honda CR-V .L WD,2006,65000,Petrol,Manual,1,11.1,2354,250000,Ahmedabad
1602,,Mahindra XUV W WD,2013,86000,Diesel,Manual,2,15.1,2179,575000,Ahmedabad
1603,,Honda Amaze S i-Dtech,2014,75632,Diesel,Manual,1,25.8,1498,425000,Ahmedabad
1604,,Maruti Ciaz VDi Plus,2015,65832,Diesel,Manual,1,26.21,1248,525000,Ahmedabad
1605,,Maruti Ciaz Alpha Diesel,2018,96000,Diesel,Manual,1,28.09,1248,775000,Ahmedabad
1606,,Maruti Swift Dzire VDI,2014,48000,Diesel,Manual,1,23.4,1248,450000,Ahmedabad
1607,,Honda Civic . S MT,2009,51000,Petrol,Manual,1,13.5,1799,300000,Ahmedabad
1608,,Kia Seltos GTX Plus,2019,6000,Petrol,Manual,1,16.1,1353,1695000,Ahmedabad
1609,,Ford Figo Diesel Titanium,2014,55426,Diesel,Manual,1,20,1399,271000,Ahmedabad
1610,,Honda Amaze S i-Dtech,2014,75632,Diesel,Manual,1,25.8,1498,425000,Ahmedabad
1611,,Maruti Ciaz VDi Plus,2015,65832,Diesel,Manual,1,26.21,1248,525000,Ahmedabad
1612,,Honda Brio S MT,2014,83000,Petrol,Manual,1,19.4,1198,358000,Ahmedabad
1613,,Maruti Ritz LDi,2013,85000,Diesel,Manual,1,23.2,1248,265000,Ahmedabad
1614,,Honda Brio S MT,2013,50000,Petrol,Manual,1,19.4,1198,354000,Ahmedabad
1615,,Hyundai Verna CRDi . EX,2018,62000,Diesel,Manual,1,22,1582,851000,Ahmedabad
1616,,Maruti Vitara Brezza VDi,2017,28001,Diesel,Manual,1,24.3,1248,775000,Ahmedabad
1617,,Maruti Swift Dzire VDI,2014,48000,Diesel,Manual,1,23.4,1248,450000,Ahmedabad
1618,,Maruti Ciaz Alpha Diesel,2018,96000,Diesel,Manual,1,28.09,1248,775000,Ahmedabad
1619,,Tata Harrier XZ BSIV,2019,46000,Diesel,Manual,1,17,1956,1525000,Ahmedabad
1620,,Skoda Rapid . TDI Ambition Plus,2013,62000,Diesel,Manual,1,20.5,1598,425000,Ahmedabad
1621,,Honda Amaze S i-Dtech,2014,65000,Diesel,Manual,1,25.8,1498,351000,Ahmedabad
1622,,Toyota Platinum Etios . GD,2018,49000,Diesel,Manual,1,23.59,1364,650000,Ahmedabad
1623,,Honda Civic . S MT,2009,51000,Petrol,Manual,1,13.5,1799,300000,Ahmedabad
1624,,Volkswagen Jetta .L TDI Comfortline,2014,57000,Diesel,Manual,1,19.33,1968,675000,Ahmedabad
1625,,Maruti Alto LXi,2007,56472,Petrol,Manual,1,19.7,796,125000,Ahmedabad
1626,,Hyundai EON D Lite Plus,2013,52000,Petrol,Manual,1,21.1,814,264000,Ahmedabad
1627,,Maruti Baleno Delta .,2015,62000,Diesel,Manual,1,27.39,1248,509999,Ahmedabad
1628,,Hyundai i Active . S,2015,65000,Diesel,Manual,1,21.19,1396,529000,Ahmedabad
1629,,Maruti Swift VDI,2015,66000,Diesel,Manual,1,28.4,1248,449000,Ahmedabad
1630,,Honda Amaze E i-Dtech,2015,88000,Diesel,Manual,1,25.8,1498,438999,Ahmedabad
1631,,Hyundai Xcent . CRDi S Option,2015,70000,Diesel,Manual,1,24.4,1120,475000,Ahmedabad
1632,,Maruti Ciaz VDi Plus,2015,73000,Diesel,Manual,1,26.21,1248,574000,Ahmedabad
1633,,Ford EcoSport . Diesel Titanium Plus,2018,97000,Diesel,Manual,1,21.7,1498,775000,Ahmedabad
1634,,Maruti Swift Dzire Tour - LDI,2012,67000,Diesel,Manual,1,23.4,1248,350000,Ahmedabad
1635,,Mahindra Xylo E,2011,161779,Diesel,Manual,1,14,2498,141000,Ahmedabad
1636,,Honda City i DTec SV,2016,61000,Diesel,Manual,1,26,1498,669000,Ahmedabad
1637,,Toyota Innova . GX (Diesel)  Seater,2012,147234,Diesel,Manual,2,12.99,2494,567000,Ahmedabad
1638,,Renault KWID . RXT Optional,2017,22000,Petrol,Manual,1,23.01,999,434999,Ahmedabad
1639,,Maruti Swift Dzire VDI,2017,60000,Diesel,Manual,1,26.59,1248,550000,Ahmedabad
1640,,Hyundai Grand i . CRDi Magna,2017,44500,Diesel,Manual,1,24,1186,525000,Ahmedabad
1641,,Chevrolet Enjoy TCDi LS  Seater,2013,65000,Diesel,Manual,1,18.2,1248,297000,Ahmedabad
1642,,Hyundai Santro Xing GLS CNG,2011,74000,CNG,Manual,2,11.88,1086,231000,Ahmedabad
1643,,Volkswagen Vento Diesel Highline,2013,45000,Diesel,Manual,1,20.54,1598,450000,Ahmedabad
1644,,Ford EcoSport . DV MT Titanium,2014,68000,Diesel,Manual,1,22.7,1498,525000,Ahmedabad
1645,,Ford EcoSport . Diesel Trend Plus BSIV,2017,58000,Diesel,Manual,1,23,1498,631000,Ahmedabad
1646,,Maruti Celerio ZXI,2016,50000,Petrol,Manual,1,23.1,998,425000,Ahmedabad
1647,,Maruti Swift VDI,2011,63000,Diesel,Manual,1,22.9,1248,305000,Ahmedabad
1648,,Maruti Swift VVT LXI,2015,66000,Petrol,Manual,1,22,1197,465000,Ahmedabad
1649,,Hyundai EON Era,2011,61900,Petrol,Manual,1,21.1,814,225000,Ahmedabad
1650,,Maruti SX VDI,2012,79000,Diesel,Manual,2,21.5,1248,325000,Ahmedabad
1651,,MG Hector Sharp Diesel MT,2019,32000,Diesel,Manual,1,17.41,1956,1775000,Ahmedabad
1652,,Renault Duster PS Diesel RXZ Optional with Nav,2013,65000,Diesel,Manual,1,19.01,1461,415000,Ahmedabad
1653,,Volkswagen Vento . TDI Highline,2013,68000,Diesel,Manual,1,20.34,1498,425000,Ahmedabad
1654,,Hyundai i Magna Optional . CRDi,2013,60000,Diesel,Manual,1,21.9,1396,360000,Ahmedabad
1655,,Toyota Innova . V Diesel -seater,2010,98000,Diesel,Manual,2,12.8,2494,650000,Ahmedabad
1656,,Hyundai EON Era,2011,62000,Petrol,Manual,1,21.1,814,225000,Ahmedabad
1657,,Hyundai i Magna,2012,67000,Petrol,Manual,1,20.36,1197,290000,Ahmedabad
1658,,Tata Harrier XZ Plus,2020,56944,Diesel,Manual,1,17,1956,1800000,Ahmedabad
1659,,Renault Duster PS Diesel RxS,2018,63000,Diesel,Manual,1,19.87,1461,750000,Ahmedabad
1660,,Renault Duster PS Diesel RxZ,2013,52000,Diesel,Manual,1,19.01,1461,490000,Ahmedabad
1661,,Hyundai i Magna,2012,74000,Petrol,Manual,1,20.36,1197,325000,Ahmedabad
1662,,Toyota Innova . G (Diesel)  Seater,2015,110000,Diesel,Manual,1,12.99,2494,726000,Ahmedabad
1663,,Honda Mobilio S i DTEC,2016,111111,Diesel,Manual,1,24.2,1498,550000,Ahmedabad
1664,,Honda WR-V i-DTEC VX,2017,66000,Diesel,Manual,1,25.5,1498,690000,Ahmedabad
1665,,Maruti Ciaz . Alpha,2018,18000,Petrol,Manual,1,20.73,1373,840000,Ahmedabad
1666,,Toyota Innova . VX (Diesel)  Seater,2013,91200,Diesel,Manual,1,12.99,2494,775000,Ahmedabad
1667,,Maruti Baleno Alpha,2016,55210,Petrol,Manual,1,21.01,1197,565000,Ahmedabad
1668,,Honda City i DTec VX,2016,65000,Diesel,Manual,1,26,1498,690000,Ahmedabad
1669,,Hyundai Verna . CRDI,2012,78000,Diesel,Manual,1,22.32,1582,429000,Ahmedabad
1670,,Kia Sonet GTX Plus Turbo iMT,2020,10000,Petrol,Manual,1,18.2,998,1250000,Ahmedabad
1671,,Honda Amaze S i-Dtech,2013,61000,Diesel,Manual,2,25.8,1498,351000,Ahmedabad
1672,,Maruti Swift Dzire VDi,2015,45000,Diesel,Manual,1,19.3,1248,509999,Ahmedabad
1673,,Maruti Ciaz . Alpha,2017,86000,Diesel,Manual,1,28.09,1248,750000,Ahmedabad
1674,,Maruti Swift VXI,2017,52500,Petrol,Manual,1,21.21,1197,525000,Ahmedabad
1675,,Hyundai Grand i CRDi Sportz,2016,70000,Diesel,Manual,1,24,1120,450000,Ahmedabad
1676,,Honda CR-V .L WD,2006,65000,Petrol,Manual,2,11.1,2354,250000,Ahmedabad
1677,,Hyundai Verna . CRDI,2013,65243,Diesel,Manual,1,22.32,1582,441000,Ahmedabad
1678,,Maruti Swift Dzire VDI,2014,48000,Diesel,Manual,1,23.4,1248,450000,Ahmedabad
1679,,Volkswagen Ameo . MPI Highline,2016,80000,Petrol,Manual,1,19.44,999,511000,Ahmedabad
1680,,Hyundai Verna SX Opt Diesel,2021,8700,Diesel,Manual,1,25,1493,1425000,Ahmedabad
1681,,Maruti Swift VDI,2012,70508,Diesel,Manual,1,28.4,1248,335000,Ahmedabad
1682,,Maruti Eeco  Seater STD,2012,22182,Petrol,Manual,1,16.11,1196,295000,Ahmedabad
1683,,Honda Mobilio S i DTEC,2015,55862,Diesel,Manual,1,24.2,1498,525000,Ahmedabad
1684,,Maruti Vitara Brezza VDi,2017,80526,Diesel,Manual,1,24.3,1248,725000,Ahmedabad
1685,,Volkswagen Passat . TSI MT,2010,65243,Petrol,Manual,1,14.3,1798,525000,Ahmedabad
1686,,Volkswagen Vento Diesel Comfortline,2012,55000,Diesel,Manual,1,20.54,1598,350000,Ahmedabad
1687,,Ford Aspire . Ti-VCT Ambiente,2017,14000,Petrol,Manual,1,18.16,1196,480000,Ahmedabad
1688,,Hyundai i Sportz . CRDi,2012,65131,Diesel,Manual,1,21.9,1396,325000,Ahmedabad
1689,,Hyundai EON Era Plus,2013,40000,Petrol,Manual,1,21.1,814,245000,Ahmedabad
1690,,Hyundai i Asta .,2015,30452,Petrol,Manual,1,18.5,1197,625000,Ahmedabad
1691,,Honda City i VTEC V,2015,65570,Petrol,Manual,1,17.4,1497,725000,Ahmedabad
1692,,Honda City i DTec SV,2015,68000,Diesel,Manual,1,26,1498,525000,Ahmedabad
1693,,Renault KWID RXT,2016,42000,Petrol,Manual,2,22.3,799,290000,Ahmedabad
1694,,Jeep Compass . Limited,2017,44000,Diesel,Manual,1,17.1,1956,1375000,Ahmedabad
1695,,Maruti Swift Dzire VDi,2017,20475,Diesel,Manual,1,19.3,1248,649000,Ahmedabad
1696,,Ford EcoSport . TDCi Titanium Plus BSIV,2016,52000,Diesel,Manual,1,22.77,1498,580000,Ahmedabad
1697,,Maruti Swift VDI Optional,2017,76000,Diesel,Manual,1,25.2,1248,539000,Ahmedabad
1698,,Maruti Swift VDI,2015,70000,Diesel,Manual,1,28.4,1248,449000,Ahmedabad
1699,,Honda City i DTEC SV,2014,87000,Diesel,Manual,1,26,1498,559000,Ahmedabad
1700,,Honda Brio S MT,2012,20000,Petrol,Manual,1,19.4,1198,349000,Ahmedabad
1701,,Hyundai Xcent . CRDi S Option,2015,70000,Diesel,Manual,1,24.4,1120,474000,Ahmedabad
1702,,Volkswagen Vento . TDI Comfortline,2015,130000,Diesel,Manual,1,22.27,1498,490000,Ahmedabad
1703,,Tata Tiago Wizz . Revotron,2017,59000,Petrol,Manual,1,23.84,1199,475000,Ahmedabad
1704,,Honda Brio S MT,2014,52000,Petrol,Manual,1,19.4,1198,379000,Ahmedabad
1705,,Honda Jazz . V i DTEC,2017,67000,Diesel,Manual,1,27.3,1498,549000,Ahmedabad
1706,,Maruti Swift Dzire ZDi,2012,195642,Diesel,Manual,2,19.3,1248,250000,Ahmedabad
1707,,Honda City i DTec V,2017,70012,Diesel,Manual,1,26,1498,742000,Ahmedabad
1708,,Ford EcoSport . Diesel Ambiente,2015,43000,Diesel,Manual,1,21.7,1498,550000,Ahmedabad
1709,,Hyundai i Sportz . CRDi,2014,89101,Diesel,Manual,1,21.9,1396,310000,Ahmedabad
1710,,Maruti Ritz VDi,2015,109479,Diesel,Manual,1,23.2,1248,317000,Ahmedabad
1711,,Ford Figo Aspire Titanium Diesel,2017,70000,Diesel,Manual,2,24.4,1499,450000,Ahmedabad
1712,,Ford Figo Diesel ZXI,2013,67000,Diesel,Manual,1,20,1399,220000,Ahmedabad
1713,,Maruti Wagon R LXI,2007,95413,Petrol,Manual,1,18.9,998,95000,Ahmedabad
1714,,Maruti Wagon R VXI BS IV with ABS,2011,65000,Petrol,Manual,1,18.9,998,275000,Ahmedabad
1715,,Maruti Swift VDI,2013,122590,Diesel,Manual,2,22.9,1248,313000,Ahmedabad
1716,,Maruti Swift Dzire VDi,2015,53000,Diesel,Manual,1,19.3,1248,495000,Ahmedabad
1717,,Honda Amaze - E i-DTEC,2017,86121,Diesel,Manual,1,25.8,1498,396000,Ahmedabad
1718,,Ford EcoSport . Diesel Titanium Plus,2015,65000,Diesel,Manual,1,21.7,1498,590000,Ahmedabad
1719,,Volkswagen Vento . TDI Highline,2016,95000,Diesel,Manual,1,20.34,1498,670000,Ahmedabad
1720,,Toyota Etios G Safety,2012,86000,Petrol,Manual,1,17.6,1496,350000,Ahmedabad
1721,,Honda City . V MT Exclusive,2011,65000,Petrol,Manual,1,17,1497,425000,Ahmedabad
1722,,Hyundai i Magna .,2009,79000,Petrol,Manual,2,20.36,1197,200000,Ahmedabad
1723,,Honda City i DTEC V,2015,64953,Diesel,Manual,1,26,1498,513999,Ahmedabad
1724,,Maruti SX S Cross DDiS  Alpha,2017,60000,Diesel,Manual,1,23.65,1248,795000,Ahmedabad
1725,,Kia Seltos GTK,2020,17000,Petrol,Manual,1,16.1,1353,1451000,Ahmedabad
1726,,Ford EcoSport . TDCi Titanium BSIV,2015,74000,Diesel,Manual,1,22.77,1498,575000,Ahmedabad
1727,,Renault Scala Diesel RxZ,2013,72000,Diesel,Manual,1,21.64,1461,290000,Ahmedabad
1728,,Hyundai Grand i Nios Magna Corp Edition,2020,7600,Petrol,Manual,1,20.7,1197,600000,Ahmedabad
1729,,Maruti Swift VDI,2014,92619,Diesel,Manual,1,22.9,1248,378000,Ahmedabad
1730,,Honda WR-V i-VTEC VX,2019,40000,Petrol,Manual,1,17.5,1199,875000,Ahmedabad
1731,,Ford EcoSport . Diesel Titanium Plus BSIV,2017,65990,Diesel,Manual,1,23,1498,677000,Ahmedabad
1732,,Maruti Ciaz ZDi,2014,133308,Diesel,Manual,1,26.21,1248,467000,Ahmedabad
1733,,Toyota Etios Liva GD,2012,303954,Diesel,Manual,1,23.59,1364,169000,Ahmedabad
1734,,Skoda Laura Elegance . TDI CR MT,2012,99969,Diesel,Manual,2,20,1968,286000,Ahmedabad
1735,,Nissan Micra Diesel XV Premium,2013,65000,Diesel,Manual,1,23.08,1461,275000,Ahmedabad
1736,,Hyundai Grand i Magna,2014,54000,Petrol,Manual,2,18.9,1197,401000,Ahmedabad
1737,,Hyundai i Sportz . CRDi,2013,66000,Diesel,Manual,1,21.9,1396,430000,Ahmedabad
1738,,Maruti Swift LDI,2012,164775,Diesel,Manual,1,22.9,1248,237000,Ahmedabad
1739,,Honda Amaze S i-Dtech,2016,45000,Diesel,Manual,1,25.8,1498,475000,Ahmedabad
1740,,Force One SX  Seating,2013,113263,Diesel,Manual,1,17,2149,223000,Ahmedabad
1741,,Maruti Alto LXi,2010,24102,Petrol,Manual,1,19.7,796,115999,Ahmedabad
1742,,Volkswagen Vento . TDI Comfortline,2013,90000,Diesel,Manual,2,20.34,1498,275000,Ahmedabad
1743,,Ford EcoSport . DV MT Titanium,2015,88255,Diesel,Manual,1,22.7,1498,540000,Ahmedabad
1744,,Renault Duster PS Diesel RXZ Option,2015,68000,Diesel,Manual,1,19.64,1461,575000,Ahmedabad
1745,,Honda City i VTEC VX,2016,67000,Petrol,Manual,1,17.8,1497,775000,Ahmedabad
1746,,Volkswagen Polo Comfortline Breeze,2010,80000,Petrol,Manual,1,17,1198,261000,Ahmedabad
1747,,Maruti Swift Dzire VDI,2014,67000,Diesel,Manual,1,23.4,1248,450000,Ahmedabad
1748,,Maruti Alto LXi,2010,81182,Petrol,Manual,1,19.7,796,122000,Ahmedabad
1749,,Hyundai i Era,2010,30501,Petrol,Manual,1,19.81,1086,175000,Ahmedabad
1750,,Hyundai Elantra . SX Option,2015,57000,Diesel,Manual,1,22.54,1582,675000,Ahmedabad
1751,,Maruti Ritz VDi,2012,82035,Diesel,Manual,1,23.2,1248,193000,Ahmedabad
1752,,Mahindra XUV W Sunroof,2021,4000,Petrol,Manual,1,17,1197,975000,Ahmedabad
1753,,Hyundai Verna . SX,2013,108000,Diesel,Manual,1,22.32,1582,500000,Ahmedabad
1754,,Honda City i DTEC VX,2014,78000,Diesel,Manual,2,25.1,1498,625000,Ahmedabad
1755,,Ford Figo Diesel ZXI,2012,120000,Diesel,Manual,1,20,1399,150000,Ahmedabad
1756,,Hyundai Getz GLS,2007,110000,Petrol,Manual,4,15.3,1341,110000,Ahmedabad
1757,,Honda City i DTEC VX,2015,175000,Diesel,Manual,1,25.1,1498,625000,Ahmedabad
1758,,Hyundai i - Magna .,2015,44000,Petrol,Manual,1,18.6,1197,551000,Ahmedabad
1759,,Maruti Alto LXi,2010,70000,Petrol,Manual,3,19.7,796,109000,Ahmedabad
1760,,Fiat Grande Punto . Dynamic (Diesel),2011,160000,Diesel,Manual,1,20.3,1248,200000,Ahmedabad
1761,,Toyota Innova . V Diesel -seater,2008,149000,Diesel,Manual,4,12.8,2494,325000,Ahmedabad
1762,,Maruti Omni CNG,2010,100000,CNG,Manual,2,10.9,796,111000,Ahmedabad
1763,,Hyundai Verna VTVT . SX,2019,35000,Petrol,Manual,1,17,1591,900000,Ahmedabad
1764,,Maruti Swift Dzire LXI Optional-O,2015,50000,Petrol,Manual,1,20.85,1197,385000,Ahmedabad
1765,,Ford Figo Diesel EXI,2010,168000,Diesel,Manual,1,20,1399,225000,Ahmedabad
1766,,Maruti Swift VDI Optional,2015,100000,Diesel,Manual,1,25.2,1248,390000,Ahmedabad
1767,,Hyundai i - Magna . CRDi,2015,60000,Diesel,Manual,1,22.54,1396,553000,Ahmedabad
1768,,Maruti Eeco  STR With AC Plus HTR CNG,2013,70000,CNG,Manual,1,15.1,1196,325000,Ahmedabad
1769,,Maruti Swift LDI,2011,90000,Diesel,Manual,3,22.9,1248,200000,Ahmedabad
1770,,Maruti Vitara Brezza ZDi Plus,2016,45000,Diesel,Manual,1,24.3,1248,750000,Ahmedabad
1771,,Hyundai i . CRDi Sportz,2011,120000,Diesel,Manual,4,23,1396,220000,Ahmedabad
1772,,Hyundai i Era . iTech SE,2011,87000,Petrol,Manual,2,19.81,1086,200000,Ahmedabad
1773,,Volkswagen Polo . MPI Comfortline,2015,100000,Petrol,Manual,1,16.47,1198,325000,Ahmedabad
1774,,Maruti Swift VDI,2012,157000,Diesel,Manual,1,22.9,1248,285000,Ahmedabad
1775,,Toyota Etios G Safety,2011,108000,Petrol,Manual,1,17.6,1496,250000,Ahmedabad
1776,,Tata Tiago . Revotron XT,2019,38000,Petrol,Manual,1,23.84,1199,490000,Ahmedabad
1777,,Maruti Baleno Delta .,2019,15000,Petrol,Manual,1,21.4,1197,615000,Ahmedabad
1778,,Ford Aspire . TDCi Titanium,2015,153000,Diesel,Manual,1,25.83,1498,300000,Ahmedabad
1779,,Chevrolet Spark . PS LPG,2010,60000,LPG,Manual,1,16,995,100000,Ahmedabad
1780,,Toyota Innova . VX  STR BSIV,2012,90000,Diesel,Manual,2,12.8,2494,555000,Ahmedabad
1781,,Mahindra Scorpio S  Seater BSIV,2019,20000,Diesel,Manual,1,15.4,2523,1000000,Ahmedabad
1782,,Maruti Wagon R LXI Minor,2007,141000,Petrol,Manual,4,18.9,1061,86000,Ahmedabad
1783,,Chevrolet Spark . LS,2011,59702,Petrol,Manual,2,18,995,55000,Ahmedabad
1784,,Hyundai i Sportz . CRDi,2014,70279,Diesel,Manual,2,22.54,1396,314000,Ahmedabad
1785,,Maruti Ritz VDi,2011,70000,Diesel,Manual,1,23.2,1248,225000,Ahmedabad
